Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Instagram,Facebook,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber,Telegram,Широта,Долгота,2GIS URL
Бал Су,банный комплекс,Бани и сауны,"переулок Косалка, 26",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 14:00-24:00; Ср: 14:00-24:00; Чт: 14:00-24:00; Пт: 14:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,+05:00,4.5,295,87172537925,87028587545,,,,,,,https://instagram.com/banya_balsu,,https://wa.me/77788287425,https://wa.me/77028587545,,,,51.139824,71.484711,https://2gis.com/firm/70000001030733108
Аксу,баня,Бани и сауны,"улица Алексея Петрова, 29",1 этаж,,5 м-н,Алматы район,Астана,,Астана,Казахстан,Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 09:00-22:00,+05:00,3.5,123,87172366404,,,,,,,,https://instagram.com/banya.aksu,,,,,,,51.15158,71.478445,https://2gis.com/firm/70000001018084542
Макс,баня,Бани и сауны,"улица Нурхан Ахметбеков, 18",,,Юго-Восток (правая сторона) ж/м,Сарайшык район,Астана,,Астана,Казахстан,Пн: 15:00-03:00; Вт: 15:00-03:00; Ср: 15:00-03:00; Чт: 15:00-03:00; Пт: 15:00-03:00; Сб: 15:00-03:00; Вс: 15:00-03:00 (по предварительной записи),+05:00,4.9,49,87029164477,,,,,,,,,,https://wa.me/77029164477,,,,,51.127413,71.51259,https://2gis.com/firm/70000001066938167
AISHA BIBI HOTEL&SPA,гостиничный комплекс,Бани и сауны; Гостиницы; SPA-процедуры; Массажист; Конференц-залы,"улица Айша биби, 38",,,,Нура район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.8,415,87718994209 (отдел бронирования ),87714370023 (спа),87710333686 (конференц-зал ),info@aisha-bibi.com,sales@aisha-bibi.com,http://aishabibi.2gis.biz,http://aisha-bibi.com,,https://instagram.com/aishabibi_hotel,,https://wa.me/77718994209,https://wa.me/77714370023,,,,51.141609,71.393513,https://2gis.com/firm/70000001031888190
Моем Парим,семейная баня на дровах,Бани и сауны,"улица Балкантау, 187",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.3,336,87781119051,87051057148,,,,,,,https://instagram.com/moem.parim,,https://wa.me/77781119051,https://wa.me/77051057148,,viber://chat/?number=77781119051,https://t.me/+77781119051,51.133131,71.475467,https://2gis.com/firm/70000001033570594
Aquaspa,,Бани и сауны,"улица Ошакты, 7",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.3,55,87012222159,,,,,,,,https://instagram.com/aquaspa.astana,,https://wa.me/77012222159,,,,,51.135261,71.487157,https://2gis.com/firm/70000001032527410
Vintage,бутик-отель,Бани и сауны; Гостиницы,"улица Беимбет Майлин, 16/10","1, 2 этаж",,Қараөткел ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.7,63,87082108102,87082108104,,,,,,,https://instagram.com/hotel_vintage_sauna,,https://wa.me/77082108102,https://wa.me/77082108104,,,,51.144608,71.475254,https://2gis.com/firm/70000001018064380
Қызылкөл,семейная баня,Бани и сауны,"переулок Кызылкол, 14",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 11:00-02:00; Вт: 11:00-02:00; Ср: 11:00-02:00; Чт: 11:00-02:00; Пт: 11:00-02:00; Сб: 11:00-02:00; Вс: 11:00-02:00,+05:00,4.5,135,87012229879,,,,,,,,https://instagram.com/banya_astana_q14,,https://wa.me/77012229879,,,,,51.140663,71.51769,https://2gis.com/firm/70000001047392203
Мужская общественная баня,,Бани и сауны,"улица Тулкибас, 3",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Вт: 13:00-24:00; Ср: 13:00-24:00; Чт: 13:00-24:00; Пт: 13:00-24:00; Сб: 13:00-24:00; Вс: 13:00-24:00,+05:00,4.7,137,87759144040,,,,,,,,,,https://wa.me/77759144040,,,,,51.137219,71.499325,https://2gis.com/firm/70000001043576522
Семейная баня,,Бани и сауны,"переулок Кызылкум, 8",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 09:00-01:00; Вт: 09:00-01:00; Ср: 09:00-01:00; Чт: 09:00-01:00; Пт: 09:00-01:00; Сб: 09:00-01:00; Вс: 09:00-01:00 (по предварительной записи),+05:00,4.7,106,87758025805,,,,,,,,https://instagram.com/semeinaya_banya_astana,,https://wa.me/77758025805,,,,,51.134899,71.486211,https://2gis.com/firm/70000001072591570
Жайык,,Бани и сауны,"улица Жайык, 24",,,Юго-Восток (левая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.7,78,87058862105,87012290770,87018881208,,,,,,,,https://wa.me/77058862105,https://wa.me/77012290770,https://wa.me/77018881208,,,51.148141,71.516655,https://2gis.com/firm/70000001093366344
Арлан,гостевой дом,Бани и сауны; Аренда коттеджей; Банкетные залы,"улица Мугалжар, 80",,,Тельман ж/м,Есиль район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.5,123,87712220888,,,,,,,,https://instagram.com/arlan_astana,,https://wa.me/77712220888,,,,,51.095451,71.474185,https://2gis.com/firm/70000001018081688
Охота,сауна,Бани и сауны,"улица Акарыс, 5/1",,,Юго-Восток (левая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.4,95,87785555175,,,,,,,,https://instagram.com/sauna_ohota,,https://wa.me/77785555175,,,,,51.149153,71.506782,https://2gis.com/firm/70000001047465785
Будь здоров,банный комплекс,Бани и сауны,"улица Балкантау, 2",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.8,40,87022060206,,,,,,,,,,https://wa.me/77022060206,,,,,51.139295,71.513798,https://2gis.com/firm/70000001031449812
Сауна на дровах,,Бани и сауны,"улица Жанкент, 110",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,5,87781608060,,,,,,,,https://instagram.com/sauna.zhankent110,,https://wa.me/77781608060,,,,,51.133747,71.489607,https://2gis.com/firm/70000001103973379
У Баке,сауна,Бани и сауны,"проспект Бауыржан Момышулы, 28/11",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.8,51,87024407544,,,,,,,,https://instagram.com/gostevoi.domik,,https://wa.me/77782089343,https://wa.me/77024407544,,,,51.146236,71.501274,https://2gis.com/firm/70000001061836689
Барлик,сауна,Бани и сауны,"улица Лепсы, 21",,,Юго-Восток (левая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.9,79,87016256655,,,,,,,,,,https://wa.me/77016256655,,,,,51.144902,71.522074,https://2gis.com/firm/70000001075366887
Баня на дровах,,Бани и сауны,"улица Орхон, 38",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 13:00-23:00; Вт: 13:00-23:00; Ср: 13:00-23:00; Чт: 13:00-23:00; Пт: 13:00-23:00; Сб: 13:00-23:00; Вс: 13:00-23:00,+05:00,5.0,36,87081764328,87013977814,,,,,,,https://instagram.com/semeynaya_banya_na_drovax,,https://wa.me/77081764328,https://wa.me/77013977814,,,,51.135442,71.515958,https://2gis.com/firm/70000001094603284
Kemer Lux,банно-гостиничный комплекс,Бани и сауны; Гостиницы,"улица Бактыораза Бейсекбаева, 25/1а",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.8,449,87789998555,,,,,,,,https://instagram.com/kemer_lux,,https://wa.me/77789998555,,,,,51.173208,71.458189,https://2gis.com/firm/70000001022074234
Garant,гостинично-банный комплекс,Бани и сауны; Гостиницы,"улица Айнакол, 18",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.7,92,87776112806,87015380587,87755083022,,,,,,,,https://wa.me/77776112806,https://wa.me/77755083022,https://wa.me/77015380587,,,51.137399,71.518699,https://2gis.com/firm/70000001041605059
Семейная баня,,Бани и сауны,"улица Ер Косай, 32",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 12:00-01:00; Вт: 12:00-01:00; Ср: 12:00-01:00; Чт: 12:00-01:00; Пт: 12:00-01:00; Сб: 10:00-01:00; Вс: 10:00-01:00,+05:00,4.8,101,87074980301,,,,,,,,https://instagram.com/banya_er_cosai,,https://wa.me/77074980301,,,,,51.143103,71.50737,https://2gis.com/firm/70000001081114023
Жасыбай,гостиничный комплекс,Бани и сауны; Гостиницы; Банкетные залы,"улица Шокана Уалиханова, 26",,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.2,100,87172217979,87754591312,,,,,,,,,https://wa.me/77754591312,,,,,51.176383,71.438048,https://2gis.com/firm/70000001018109121
На дровах,сауна,Бани и сауны,"улица Таскескен, 58",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.6,35,87013085161,87761351390,,,,,,,,,https://wa.me/77013085161,https://wa.me/77761351390,,,https://t.me/+77013085161,51.13029,71.488385,https://2gis.com/firm/70000001030596764
Сороковая,мужская баня и сауна на дровах,Бани и сауны,"улица Жамбыла Жабаева, 23/2",,,Железнодорожный ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00 (сауна: круглосуточно),+05:00,4.7,37,87058219337,87025738276,,,,,,,https://instagram.com/sorokovaya_banya_ast,,https://wa.me/77058219337,,,,,51.144156,71.56747,https://2gis.com/firm/70000001059834895
Баня семейная,,Бани и сауны,"переулок Дегерес, 33/2",,,Юго-Восток (левая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 12:00-02:00; Вт: 12:00-02:00; Ср: 12:00-02:00; Чт: 12:00-02:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-02:00,+05:00,4.7,70,87751356070,,,,,,,,,,https://wa.me/77751356070,,,,,51.153747,71.519139,https://2gis.com/firm/70000001054592357
Кызылкум,сауна,Бани и сауны,"переулок Кызылкум, 13",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.5,42,87172539868 (сауна),87759299299 (сауна),,,,,,,https://instagram.com/saunakyzylkum,,https://wa.me/77759299299,,,,,51.135709,71.486275,https://2gis.com/firm/70000001019900556
Баня,общественная баня для мужчин,Бани и сауны,"улица Аксу-Аюлы, 22",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Вт: 13:00-23:00; Ср: 13:00-23:00; Чт: 13:00-23:00; Пт: 13:00-23:00; Сб: 13:00-23:00; Вс: 13:00-23:00 (женский день: вт),+05:00,4.5,15,87766660806,,,,,,,,https://instagram.com/bania_aksu_ayuly,,https://wa.me/77766660806,,,,,51.133182,71.481678,https://2gis.com/firm/70000001103607967
Баня,,Бани и сауны,"улица Иманак, 3а",,,Железнодорожный ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.9,19,87081081350,,,,,,,,,,https://wa.me/77081081350,,,,,51.148577,71.563414,https://2gis.com/firm/70000001081889891
Zhantiko_banya,банный комплекс,Бани и сауны,"улица Балкантау, 131",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 14:00-04:00; Вт: 14:00-04:00; Ср: 14:00-04:00; Чт: 14:00-04:00; Пт: 14:00-04:00; Сб: 14:00-04:00; Вс: 14:00-04:00,+05:00,4.9,40,87064187722,87763377769,,,,,,,https://instagram.com/zhantiko_banya,,https://wa.me/77064187722,https://wa.me/77763377769,,,,51.132238,71.486555,https://2gis.com/firm/70000001081149068
Баня,,Бани и сауны,"улица Жанкент, 94",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-01:00; Вт: 10:00-01:00; Ср: 10:00-01:00; Чт: 10:00-01:00; Пт: 10:00-01:00; Сб: 10:00-01:00; Вс: 10:00-01:00,+05:00,4.4,63,87018530724,,,,,,,,,,https://wa.me/77018530724,,,,,51.134956,71.49425,https://2gis.com/firm/70000001057155147
Banya_barhatnaya,,Бани и сауны,"улица Жанарыс, 10",,,Юго-Восток (левая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 12:00-06:00; Вт: 12:00-06:00; Ср: 12:00-06:00; Чт: 12:00-06:00; Пт: 12:00-06:00; Сб: 12:00-06:00; Вс: 12:00-06:00,+05:00,4.1,32,87008009041,87755045513 (директор),,,,,,,https://instagram.com/banya_barhatnaya,,https://wa.me/77008009041,https://wa.me/77755045513,,,,51.148937,71.511602,https://2gis.com/firm/70000001080225350
