Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,E-mail 3,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Instagram 1,Instagram 2,Instagram 3,Twitter 1,Twitter 2,Twitter 3,Facebook 1,Facebook 2,Facebook 3,ВКонтакте 1,ВКонтакте 2,ВКонтакте 3,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Viber 3,Telegram 1,Telegram 2,Telegram 3,YouTube 1,YouTube 2,YouTube 3,Skype 1,Skype 2,Skype 3,Широта,Долгота,2GIS URL
GBQ Studio,,Ногтевые студии,"Амангельды Иманова улица, 19",415а офис; 4 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+05:00,5.0,124,87071202146,,,,,,http://zapis.kz/salon/11717,,,https://instagram.com/gbq.studio,,,,,,,,,,,,https://wa.me/77071202146,,,,,,,,,,,,,,,51.164621,71.442577,https://2gis.com/firm/70000001094498497
Twix nails,,Ногтевые студии; Оформление бровей и ресниц,"улица Толе би, 65",,,,Нура район,Астана,,Астана,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.3,24,87005425050,,,,,,,,,https://instagram.com/twix_nails_astana,,,,,,,,,,,,https://wa.me/77005425050,,,,,,,,,,,,,,,51.136852,71.397015,https://2gis.com/firm/70000001102999683
venera_studio_ast,,Ногтевые студии; Эпиляция; Оформление бровей и ресниц,"улица Куйши Дина, 37",,,,Алматы район,Астана,,Астана,Казахстан,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00 (по предварительной записи),+05:00,5.0,145,87075437557,,,,,,,,,https://instagram.com/venera_studio_ast,,,,,,,,,,,,https://wa.me/77075437557,,,,,,,,,,,,,,,51.155525,71.488979,https://2gis.com/firm/70000001037459418
Оми,салон красоты,Ногтевые студии; Парикмахерские; Оформление бровей и ресниц; Визажисты,"проспект Сарыарка, 15",1 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,5.0,14,87014928481,,,,,,,,,,,,,,,,,,,,,https://wa.me/77014928481,,,,,,,,,,,,,,,51.167304,71.407939,https://2gis.com/firm/70000001103161139
Pilka,ногтевая студия,Ногтевые студии; Эпиляция; Оформление бровей и ресниц,"Амангельды Иманова улица, 50",408а офис; 4 этаж,,Целинный м-н,Байконыр район,Астана,,Астана,Казахстан,Пн: 08:00-24:00; Вт: 08:00-24:00; Ср: 08:00-24:00; Чт: 08:00-24:00; Пт: 08:00-24:00; Сб: 08:00-24:00; Вс: 08:00-24:00,+05:00,4.5,73,87752570458,87787848725,,,,,,,,https://instagram.com/nails.lashes01,,,,,,,,,,,,https://wa.me/77752570458,https://wa.me/77787848725,,,,,,,,,,,,,,51.16044,71.459696,https://2gis.com/firm/70000001088904572
Nissie Nails,,Ногтевые студии; Оформление бровей и ресниц; Визажисты,"Кабанбай батыр проспект, 2/2",403 офис; 4 этаж,,Шубар м-н,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,4.8,39,87053206786,,,,,,http://n1321790.alteg.io,,,https://instagram.com/nissie_nails,,,,,,,,,,,,https://wa.me/77053206786,,,,,,,,,,,,,,,51.150498,71.42773,https://2gis.com/firm/70000001093406558
Aia Nail Club,,Ногтевые студии,"улица Кенесары, 40",225 бутик; 2 этаж,,,Байконыр район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.5,183,87014448600,,,,,,,,,https://instagram.com/aia_nailclub,,,,,,,,,,,,https://wa.me/77014448600,,,,,,,,,,,,,,,51.165737,71.432991,https://2gis.com/firm/70000001036980507
Fan-Fan,салон красоты,Ногтевые студии; Парикмахерские; Оформление бровей и ресниц; Визажисты; Эпиляция; Косметолог,"улица Абубакир Тыныбаев, 7",цокольный этаж,,,Сарайшык район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.8,463,87475002066,87172475729,,,,,http://zapis.kz/fan-fan-holland,,,https://instagram.com/fan_fan_beauty_concept,,,,,,,,,,,,https://wa.me/77475002066,,,,,,,,,,,,,,,51.112523,71.463028,https://2gis.com/firm/70000001052924999
La Stella,центр красоты,Ногтевые студии; Косметолог; Парикмахерские; Оформление бровей и ресниц; Визажисты; Эпиляция; Студии загара; Обучение мастеров для салонов красоты; Перманентный макияж; Массажист,"проспект Женис, 59",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи: пн-вс),+05:00,4.9,140,87773882299,87172380380,,,,,,,,https://instagram.com/la_stella_centr_krasoty.astana,,,,,,,,,,,,https://wa.me/77773882299,,,,,,,,,,,,,,,51.18264,71.408708,https://2gis.com/firm/70000001032634434
Әсем,салон красоты,Ногтевые студии; Парикмахерские; Оформление бровей и ресниц; Перманентный макияж; Визажисты,"проспект Бауыржан Момышулы, 4",,,Юго-Восток (правая сторона) ж/м,Алматы район,Астана,,Астана,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,4.0,89,87172283049,87011804327,,,,,,,,https://instagram.com/asemastanasalon,,,,,,,,,,,,,,,,,,,,,,,,,,,51.137551,71.47085,https://2gis.com/firm/70000001019752354
Галина,салон красоты,Ногтевые студии; Парикмахерские; Оформление бровей и ресниц; Косметолог,"улица Габидена Мустафина, 13",,,,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+05:00,4.8,136,87784182243 (женский мастер),87473859496 (парикмахерский зал),"87471468684 (маникюр, педикюр, коррекция бровей )",,,,,,,https://instagram.com/salon.galina,,,,,,,,,,,,https://wa.me/77473859496,https://wa.me/77471468684,,,,,,,,,,,,,,51.153982,71.509284,https://2gis.com/firm/70000001021534888
Аслана,салон красоты,Ногтевые студии; Парикмахерские; Косметолог; Эпиляция; Перманентный макияж,"Амангельды Иманова улица, 4",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.5,39,87172210382,87783288238,,,,,,,,,,,,,,,,,,,,https://wa.me/77783288238,,,,,,,,,,,,,,,51.162508,71.427232,https://2gis.com/firm/70000001018082240
Lux Nail,,Ногтевые студии,"улица Ахмет Байтурсынулы, 27",,,,Сарайшык район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,4.9,580,87018883965,,,,,,http://taplink.cc/lux_nail,,,,,,,,,,,,,,,https://wa.me/77018883965,,,,,,,,,,,,,,,51.122502,71.484962,https://2gis.com/firm/70000001027244585
Sener beauty,салон красоты,Ногтевые студии; Визажисты; Оформление бровей и ресниц; Эпиляция; Парикмахерские,"проспект Мангилик Ел, 21",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,4.9,268,87051302000,,,,,,http://zapis.kz/sener-beauty,,,https://instagram.com/sener_beauty,,,,,,,,,,,,https://wa.me/77051302000,,,,,,,,,,,,,,,51.113046,71.430377,https://2gis.com/firm/70000001081269375
Ляйсан,салон красоты,Ногтевые студии; Парикмахерские; Оформление бровей и ресниц; Эпиляция,"улица Бердибек Сокпакбаев, 3",,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,4.7,26,87051152111,,,,,,,,,https://instagram.com/salon_krasoti_laisan_,,,,,,,,,,,,https://wa.me/77051152111,,,,,,,,,,,,,,,51.172687,71.401084,https://2gis.com/firm/70000001092498140
Di-style,,Ногтевые студии; Косметолог; Эпиляция; Парикмахерские,"улица Ахмет Байтурсынулы, 5",1 этаж,,,Сарайшык район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи: пн-вс),+05:00,4.6,113,87475186936,,,,,,,,,https://instagram.com/distyle.salon,,,,,,,,,,,,https://wa.me/77475186936,,,,,,,,,,,,,,,51.126984,71.461552,https://2gis.com/firm/70000001056371922
Fi style,салон красоты,Ногтевые студии; Парикмахерские; Оформление бровей и ресниц; Профессиональная косметика; Косметолог; Перманентный макияж,"улица Желтоксан, 14",1 этаж,,,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00 (по предварительной записи: пн-вс),+05:00,4.8,37,87002710810,,,,,,,,,https://instagram.com/fi_style_astana,,,,,,,,,,,,https://wa.me/77002710810,,,,,,,,,,,,,,,51.168914,71.415848,https://2gis.com/firm/70000001036265331
by Hasan,турецкий салон красоты,Ногтевые студии; Парикмахерские; Оформление бровей и ресниц,"микрорайон Самал, 11",1 этаж,,Самал м-н,Сарыарка район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+05:00,5.0,25,87079871008,,,,,,,,,https://instagram.com/salon_by_hasan,,,,,,,,,,,,https://wa.me/77079871008,,,,,,,,,,,,,,,51.153585,71.429633,https://2gis.com/firm/70000001104397816
Belleza,салон красоты,Ногтевые студии; Парикмахерские; Эпиляция; Оформление бровей и ресниц; Массажист; Визажисты,"улица Чингиз Айтматов, 60",,,,Нура район,Астана,,Астана,Казахстан,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00 (по предварительной записи: пн-вс 21:00-00:00),+05:00,4.7,398,87775015043,,,,,,,,,https://instagram.com/belleza_beauty_astana,,,,,,,,,,,,https://wa.me/77775015043,,,,,,,,,,,,,,,51.160194,71.374037,https://2gis.com/firm/70000001065250709
Nail House by Ulyana Mutaf,,Ногтевые студии; Обучение мастеров для салонов красоты,"улица Аскар Токпанов, 8/1",,,,Алматы район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.9,41,87711664899,,,,,,,,,https://instagram.com/mutaf_ulyana,,,,,,,,,,,,https://wa.me/77711664899,,,,,,,,,,,,,,,51.138366,71.459548,https://2gis.com/firm/70000001089811415
Dentsel,центр красоты,Ногтевые студии; Парикмахерские; Косметолог; Эпиляция; Визажисты; Обучение мастеров для салонов красоты; Перманентный макияж; Оформление бровей и ресниц; Подолог,"улица Шамши Калдаяков, 2",ВП: 11,,,Сарайшык район,Астана,,Астана,Казахстан,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+05:00,4.9,122,87172689292,87756289959,87767462011 (отдел продаж  ),,,,http://zapis.kz/salon/470,,,https://instagram.com/dentsel.beauty,,,,,,,,,,,,https://wa.me/77756289959,https://wa.me/77767462011,,,,,https://t.me/+77756289959,,,,,,,,,51.11861,71.455569,https://2gis.com/firm/70000001019689508
Celine clinic,клиника эстетической косметологии,Ногтевые студии; Эпиляция; Косметолог,"улица Калибек Куанышбаев, 11Б",,,,Сарайшык район,Астана,,Астана,Казахстан,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+05:00,4.2,33,87750585151,,,,,,,,,https://instagram.com/celine_clinic_astana,,,,,,,,,,,,https://wa.me/77750585151,,,,,,,,,,,,,,,51.121613,71.475846,https://2gis.com/firm/70000001069103979
Space Beauty&Coffee,студия красоты,Ногтевые студии; Парикмахерские; Визажисты; Оформление бровей и ресниц; Эпиляция,"проспект Мангилик Ел, 35",1-2 этаж,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+05:00,4.6,357,87776899147,,,,,,,,,https://instagram.com/space.astana,,,,,,,,,,,,https://wa.me/77776899147,,,,,,,,,,,,,,,51.105275,71.429636,https://2gis.com/firm/70000001039745010
AiDiAl,студия красоты,Ногтевые студии; Визажисты; Оформление бровей и ресниц; Парикмахерские; Эпиляция; Массажист,"улица Сыганак, 54",,,,Есиль район,Астана,,Астана,Казахстан,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи),+05:00,4.8,119,87014548094,87016448340,87472989094 (маникюр),,,,,,,https://instagram.com/nargisa727,,,,,,,,,,,,https://wa.me/77014548094,https://wa.me/77016448340,,,,,,,,,,,,,,51.124096,71.420535,https://2gis.com/firm/70000001035671906
